DateTime,PM2_5(NJH CS Collo (CS1)/Canary-S),tempf(NJH CS Collo (CS1)/Canary-S),humidity(NJH CS Collo (CS1)/Canary-S),PM2.5(NJH/AirNow),PM2_5(I-25 Glo Collo (CS2)/Canary-S),tempf(I-25 Glo Collo (CS2)/Canary-S),humidity(I-25 Glo Collo (CS2)/Canary-S),PM2_5(I-25 Glo Collo (CS3)/Canary-S),tempf(I-25 Glo Collo (CS3)/Canary-S),humidity(I-25 Glo Collo (CS3)/Canary-S),PM2_5(I-25 Glo Collo (CS4)/Canary-S),tempf(I-25 Glo Collo (CS4)/Canary-S),humidity(I-25 Glo Collo (CS4)/Canary-S),PM2.5(I-25 Globeville/AirNow),PM2_5(La Casa Collo (CS5)/Canary-S),tempf(La Casa Collo (CS5)/Canary-S),humidity(La Casa Collo (CS5)/Canary-S),PM2.5(La Casa/AirNow),PM2_5(Swansea Elementary Collo (CS7)/Canary-S),tempf(Swansea Elementary Collo (CS7)/Canary-S),humidity(Swansea Elementary Collo (CS7)/Canary-S),PM2.5(I-25 Denver/AirNow)
8/20/2018 1:00,33.6167,60.038,65.085,22.1,38.0071,61.6481,76.7254,,,,38.0916,60.8093,80.8741,29.5,35.459,56.819,90.9783,21.4,1678.1202,-1,-1,25.4
8/20/2018 2:00,38.2333,58.517,67.115,27.1,44.4808,60.245,81.1917,,,,44.2518,59.201,87.1317,35.2,44.7162,56.357,90.3583,28,1679.1023,22.689,36.965,27.1
8/20/2018 3:00,43.35,57.383,71.1717,28.85,51.9937,58.8231,83.8966,,,,50.8953,57.677,90.3083,39.8,46.7903,54.047,93.9933,29.75,1681.992,54.581,91.9117,28.5
8/20/2018 4:00,48.7,56.546,74.7317,34.6,49.9956,57.9642,89.3667,,,,49.0276,57.0045,93.9,46,49.2235,52.55,96.28,34.6,1750.1284,53.5348,92.6586,26.95
8/20/2018 5:00,39.25,55.682,79.2033,31.5,51.0047,57.2549,92.1746,,,,50.358,56.4281,96.022,48,42.4698,51.875,98.4,32.1,1731.8947,52.406,93.3633,25.7
8/20/2018 6:00,31.6167,54.992,80.0233,26.4,61.6627,55.8149,93.2492,,,,60.4067,54.8316,97.4912,57.1,43.5333,51.302,99.085,31.7,1745.4202,51.416,93.6283,29.8
8/20/2018 7:00,30.9167,54.221,82.5783,23.6,65.8363,55.631,94.675,,,,65.5267,54.38,99.785,63,52.1138,51.113,99.6267,37.5,1735.4725,50.558,94.1933,32.8
8/20/2018 8:00,35.3,55.739,79.0033,23.2,67.9291,57.62,92.6298,,,,66.2556,56.8874,96.7386,67,63.8443,55.3566,96.6431,47.8,1681.5542,52.538,91.89,37.35
8/20/2018 9:00,41.7333,61.568,66.5383,26.9,53.5377,62.81,82.91,,,,52.1703,62.6,86.522,62,61.6107,62.654,82.3767,52.2,1686.802,25.4386,38.3763,46.5
8/20/2018 10:00,44.2667,70.703,49.705,32,59.312,67.2678,71.9695,,,,57.6855,65.963,76.2683,63.3,57.0928,70.514,60.9217,52.8,1690.034,-1,-1,50.55
8/20/2018 11:00,42.8333,74.261,43.7783,33.6,55.7205,70.946,63.0217,,,,55.1636,69.4736,65.5492,62.1,55.2042,73.9034,53.8949,50.7,1689.1439,-1,-1,47.05
8/20/2018 12:00,40.2333,79.895,36.535,33.5,50.2431,76.2159,53.7644,,,,49.5635,76.3116,52.3667,56.7,49.703,80.444,43.31,44.7,1685.964,-1,-1,39.1
8/20/2018 13:00,39.9,86.369,28.7433,33.4,44.398,82.1651,42.6508,,,,43.5874,83.4707,38.9052,50.3,43.1779,84.9045,36.1569,36.7,1682.6565,-1,-1,33
8/20/2018 14:00,45.4,88.931,26.495,38.1,48.3321,87.111,34.2828,,,,47.9833,86.5367,32.4,48.3,47.7048,86.3259,32.3879,34.8,1680.1888,-1,-1,30.25
8/20/2018 15:00,43.9833,91.652,22.6467,39,50.0861,92.24,26.9667,,,,49.9379,91.7407,25.4107,46.9,49.4703,87.4186,27.7932,33.4,1682.5895,-1,-1,29.2
8/20/2018 16:00,46.9667,97.331,18.7967,43.1,51.1348,92.549,25.155,,,,51.1008,91.8302,23.6847,46.6,49.5578,88.8373,25.2169,31.8,1681.3722,-1,-1,29.5
8/20/2018 17:00,47.5667,97.118,18.6633,46.7,54.4715,91.21,26.763,,,,54.2563,90.1369,25.439,47.6,55.5481,86.0031,28.6271,33.6,1685.3519,-1,-1,30.5
8/20/2018 18:00,47.8667,92.6,21.0867,48.2,54.4995,89.6818,26.2236,,,,54.6005,88.16,25.2483,48.1,55.7173,82.6532,29.7746,34.6,1687.6413,-1,-1,32.2
8/20/2018 19:00,57.2333,84.326,25.5733,55.4,66.3727,82.655,29.4067,,,,66.4935,81.518,28.2633,53.4,67.6555,79.055,31.625,39.8,1688.31,-1,-1,37.45
8/20/2018 20:00,68.2167,76.943,29.5167,66.2,73.206,76.754,34.8217,,,,73.0467,75.959,33.1317,59.5,74.4083,75.0353,35.8695,46.2,1692.7603,-1,-1,45.1
8/20/2018 21:00,70.4667,72.098,34.2517,74.2,78.2827,71.7495,40.2627,,,,78.2825,70.9746,38.5593,68.1,80.0447,71.2461,40.3017,53.4,1695.7183,-1,-1,49.2
8/20/2018 22:00,59.95,69.176,35.96,72.1,65.1846,69.1014,40.8492,,,,66.145,68.153,39.3883,67.6,67.6303,68.513,41.0533,54.7,1696.3377,-1,-1,51.9
8/20/2018 23:00,54.4833,66.821,38.855,67.7,54.1512,66.542,44.8283,,,,54.482,65.912,42.9382,63.7,56.249,66.122,44.5683,51.8,1702.442,-1,-1,49.75
8/21/2018 0:00,46.2833,64.763,43.4033,57.2,45.8573,63.7227,52.6627,,,,45.4763,63.7274,49.8719,54.9,47.3602,61.457,58.715,45.3,1692.5634,-1,-1,47
8/21/2018 1:00,44.6,63.344,47.9533,48.9,45.773,62.12,56.6579,,,,45.2725,61.7519,54.4814,51.3,48.3717,59.705,64.2933,42.2,1690.8938,-1,-1,47.3
8/21/2018 2:00,45.2,61.7648,51.384,44.8,47.9303,62.4108,57.4729,,,,47.7954,60.9705,57.407,49.5,48.4273,57.68,72.2617,40.8,1690.4663,7.919,9.64,48.5
8/21/2018 3:00,,,,43.5,42.5476,60.2724,62.2672,,,,42.76,60.8663,58.5228,47.1,43.4578,57.866,71.075,38.95,1687.5988,41.853,43.9117,31.4
8/21/2018 4:00,,,,32.5,29.0195,58.01,63.6817,,,,28.5882,58.868,58.485,33.6,28.999,57.479,64.9583,28.1,1708.7662,57.734,58.2133,27.9
8/21/2018 5:00,,,,25,24.7181,58.0786,62.1,,,,24.1051,58.2251,58.4542,26.8,23.432,56.765,65.2483,21.8,1649.3578,57.647,56.5267,22.6
8/21/2018 6:00,,,,20.3,24.0132,59.8237,57.5525,,,,23.0713,59.1931,55.6073,23.1,21.5292,57.764,61.7183,18.4,1674.8082,53.973,49.995,19.85
8/21/2018 7:00,,,,17.7,23.8726,60.6105,54.907,,,,22.6992,59.879,53.1683,22,20.0972,57.269,62.475,16.2,1702.2458,57.743,59.5233,18.75
8/21/2018 8:00,,,,16.4,26.9727,62.4719,52.9695,,,,26.2533,61.1786,52.2414,22.1,22.082,59.528,58.8133,15.7,1675.1913,39.664,40.6117,19.3
8/21/2018 9:00,,,,17,30.314,62.9197,52.2983,,,,30.3358,61.8403,51.2966,24.6,28.0378,60.2,57.38,17,1680.3602,-1,-1,21.9
8/21/2018 10:00,,,,20.2,35.2603,63.9407,55.8828,34.166,63.524,58.76,34.6467,63.5248,54.0034,29.3,36.246,61.391,61.2567,21.2,1682.3362,-1,-1,25.9
8/21/2018 11:00,,,,26.1,41.6398,67.4041,56.7655,37.3452,65.0264,60.104,40.9568,67.406,54.195,34.7,40.0855,67.565,58.705,26,1685.2863,-1,-1,27.8
8/21/2018 12:00,,,,27.4,35.1858,68.0726,55.2772,,,,34.3041,70.4285,49.2051,33.9,32.7887,70.181,52.9717,24.8,1682.6346,-1,-1,27.8
8/21/2018 13:00,,,,26.9,40.8253,70.7411,51.7702,,,,39.8914,72.5824,46.4814,37.6,38.5622,72.473,49.3867,26.2,1681.8528,-1,-1,28.75
8/21/2018 14:00,,,,30.2,42.4522,72.6148,49.5483,,,,41.8643,75.653,42.765,39.8,40.4328,76.04,44.1267,27,1683.7772,-1,-1,30.65
8/21/2018 15:00,,,,31.8,44.2045,66.0852,73.2931,,,,43.7744,65.6997,73.3,44,41.8385,64.5251,73.3322,29.5,1683.3173,-1,-1,33
8/21/2018 16:00,,,,33.2,45.3152,65.5948,79.0759,,,,44.7675,65.3158,81.3965,44.8,42.8385,63.3627,81.8356,31.2,1683.6449,-1,-1,34.6
8/21/2018 17:00,,,,34.4,45.4944,66.3068,76.5966,,,,44.9352,65.915,78.3417,45.5,44.9403,63.65,79.7167,33.1,1682.9152,-1,-1,35.3
8/21/2018 18:00,,,,34.7,46.466,64.865,89.505,,,,46.8637,63.341,94.2933,46.2,45.8288,61.6937,92.7018,34,1682.8152,-1,-1,34.5
8/21/2018 19:00,,,,33.1,44.5236,65.8095,84.1153,,,,45.0814,64.4671,90.8424,44.5,43.0873,62.4444,89.8576,33,1682.7667,-1,-1,33
8/21/2018 20:00,,,,32,43.2802,65.225,86.2283,,,,43.9259,63.7234,92.2103,42.3,41.4475,61.925,91.12,31.5,1682.398,-1,-1,32.7
8/21/2018 21:00,,,,31.9,39.191,65.132,86.5783,,,,39.4486,63.6893,92.3621,39.9,38.5551,61.5932,91.6831,30.3,1682.0895,-1,-1,31.7
8/21/2018 22:00,,,,31,40.1908,65.0712,88.4203,,,,40.8197,63.6024,93.4966,38.4,41.3781,61.9014,92.6153,30,1681.8243,-1,-1,30.65
8/21/2018 23:00,,,,29.2,40.407,64.115,93.395,,,,40.5128,62.984,97.99,37,41.4295,61.9014,94.5881,29.2,1681.5741,-1,-1,27.7
8/22/2018 0:00,,,,21.4,33.6523,64.019,95.2283,,,,33.9743,62.8483,99.8517,31.6,34.8715,61.676,96.17,25.8,1676.5511,-1,-1,20.7
8/22/2018 1:00,,,,14.4,16.4608,65,91.1133,,,,16.1784,63.8921,95.7429,21.7,19.4102,62.714,92.775,18.1,1669.3497,-1,-1,13.65
8/22/2018 2:00,,,,10.1,6.4412,65.5017,87.5155,,,,6.559,64.3379,92.8034,13.9,6.8628,63.515,88.85,11.4,1668.4041,-1,-1,10.9
8/22/2018 3:00,,,,9.9,10.1478,64.979,89.4733,,,,10.3088,63.77,93.88,12.65,8.8687,62.39,91.8167,10.05,1671.8164,-1,-1,10
8/22/2018 4:00,,,,10.7,15.8108,64.4092,91.0017,,,,15.328,64.0034,94.3814,12.7,10.9153,62.921,91.4083,8.5,1671.6902,-1,-1,10
8/22/2018 5:00,,,,15.2,46.1515,60.686,95.8433,,,,45.9297,61.829,97.34,27.4,44.134,61.049,93.2883,20.7,1676.3734,-1,-1,27.2
8/22/2018 6:00,,,,25.3,47.1998,60.0862,97.2207,,,,46.736,60.3469,99.8828,35.3,46.86,58.991,96.3333,27.9,1686.167,-1,-1,29.75
8/22/2018 7:00,,,,29.3,46.8247,60.212,97.0667,,,,46.4387,60.131,99.9,39.2,46.1567,58.694,97.2217,31.2,1686.9927,-1,-1,32.65
8/22/2018 8:00,,,,29.4,45.2075,61.3304,96.0196,,,,44.1322,60.7695,99.7763,39.4,42.3702,59.633,96.2433,31,1686.6077,-1,-1,32.9
8/22/2018 9:00,,,,29.8,44.2965,61.9905,95.2175,,,,43.7446,61.3217,99.3915,40.2,40.7875,61.691,93.485,30.4,1685.0866,-1,-1,33.1
8/22/2018 10:00,,,,29.7,42.9254,63.5789,92.6737,37.61,63.86,91.4,42.4836,62.3956,97.0542,40.1,39.9688,62.569,91.7052,29.7,1684.8937,-1,-1,33.4
8/22/2018 11:00,,,,29.4,43.5196,67.1947,85.7965,,,,43.0328,65.678,92.0667,40.5,38.7607,68.225,79.0067,29.5,1684.1234,-1,-1,32.35
8/22/2018 12:00,,,,29.9,43.1652,73.5233,70.6204,,,,43.0317,72.5652,74.0086,40.4,39.5175,76.292,58.6183,28.4,1683.937,-1,-1,30.45
8/22/2018 13:00,,,,30,40.8654,81.8086,53.2804,,,,40.6161,81.0757,52.4143,37.9,37.9757,85.004,44.14,26.6,1682.6043,-1,-1,28.6
8/22/2018 14:00,,,,27.1,38.5242,85.3445,44.5057,,,,38.2316,85.0038,42.2086,35.6,33.9814,90.4573,34.3254,23.7,1682.5963,-1,-1,26.15
8/22/2018 15:00,28.2075,87.3546,32.3763,23.5,36.8415,83.9742,44.4455,,,,36.9768,82.9827,43.2712,32.6,34.4105,88.094,35.9183,21.5,1682.1817,-1,-1,24.3
8/22/2018 16:00,31.0778,85.124,36.3533,23.3,31.4771,86.6895,41.0085,,,,31.4029,86.0458,39.3271,29,35.8819,83.9559,42.2712,20.9,1679.0491,-1,-1,20.25
8/22/2018 17:00,25.0807,88.169,32.9583,20.5,27.3732,87.7337,39.6702,,,,27.0567,86.4376,38.7052,24.2,28.3017,82.994,42.1717,17.3,1675.9195,-1,-1,16.25
8/22/2018 18:00,13.0322,89.582,29.105,15.8,19.2791,86.2463,38.686,,,,18.6446,85.0603,37.3983,18.7,21.354,80.834,43.6233,14.3,1677.1159,-1,-1,14.45
8/22/2018 19:00,19.393,81.374,37.9933,14.4,24.0558,82.745,43.6833,,,,23.6505,80.9966,43.4441,17.1,21.5336,78.9831,46.7966,12.5,1676.6913,-1,-1,14.55
8/22/2018 20:00,27.7213,76.859,48.0867,16,26.4388,79.271,51.5,,,,26.5169,77.5431,51.8086,17.1,25.6558,75.524,55.8,12.9,1677.4032,-1,-1,15.6
8/22/2018 21:00,31.7185,73.547,58.5033,17.6,32.38,76.163,65.4483,,,,32.6938,74.675,67.6167,19,31.3138,72.881,69.015,14.7,1677.163,-1,-1,16.75
8/22/2018 22:00,29.5713,72.416,62.8617,18.4,32.8714,74.4159,76.7576,,,,33.4955,73.2076,81.7086,20.6,33.3422,72.086,77.5467,16.4,1679.5885,-1,-1,17.8
8/22/2018 23:00,29.9822,71.204,65.6683,18.6,32.3278,73.553,80.015,,,,33.3349,72.2411,86.5491,21.6,33.4472,71.279,80.7267,17.3,1679.2923,-1,-1,17.75
8/23/2018 0:00,30.0358,70.394,67.4917,18.7,28.9078,72.1307,82.0155,,,,29.8511,70.7947,89.186,20.6,29.7387,70.154,82.3567,16.9,1678.6523,-1,-1,16.8
8/23/2018 1:00,27.471,69.764,69.3817,18.6,28.2065,70.874,84.8483,,,,28.0873,70.0282,90.0786,20.1,27.083,68.399,86.5867,16.4,1679.1812,-1,-1,16.1
8/23/2018 2:00,25.2528,69.368,69.1433,18.2,24.7376,68.4934,86.7431,,,,24.2672,68.9916,88.7825,19.4,23.4733,67.562,83.1083,15.6,1674.9868,-1,-1,15.8
8/23/2018 3:00,14.256,66.848,67.385,16.8,15.524,66.434,84.2733,,,,14.0764,66.258,87.3271,18.05,15.3963,64.541,84.8117,14.7,1673.9293,-1,-1,14.7
8/23/2018 4:00,14.9995,64.655,72.2533,13.8,17.8488,66.206,86.29,,,,17.5988,64.9156,91.278,16.1,17.8598,62.042,91.5117,13.2,1673.0428,-1,-1,14.4
8/23/2018 5:00,18.9445,62.945,78.4433,13.4,20.4971,64.9369,90.2186,,,,19.6064,63.6924,94.0328,16.2,18.585,60.434,93.9383,12.8,1672.325,-1,-1,13.3
8/23/2018 6:00,17.6457,62.927,78.02,13.3,15.0932,65.9834,79.1322,,,,14.2648,64.949,83.21,14.4,12.4528,61.655,86.7967,10.7,1669.4676,-1,-1,10.85
8/23/2018 7:00,4.0807,64.415,55.345,9.5,3.4038,68.492,53.95,,,,2.4138,68.192,51.5533,9.7,1.3697,66.41,52.5233,6.4,1668.1524,-1,-1,8.15
8/23/2018 8:00,3.2538,67.559,43.7183,6.9,7.4586,70.1476,48.369,,,,6.2376,69.6603,45.9724,8.4,4.8902,68.624,46.5283,5.1,1668.621,-1,-1,7.65
8/23/2018 9:00,10.8375,71.579,41.005,7.9,15.4302,74.012,40.2633,,,,14.7287,73.025,38.6183,10.1,12.7833,72.245,39.85,6.2,1671.8933,-1,-1,8.95
8/23/2018 10:00,17.2562,78.401,27.9933,10.7,20.0479,78.1762,32.8966,,,,19.1681,76.7254,31.8475,11.4,17.3018,76.226,33.1117,7.4,1670.6222,-1,-1,9.55
8/23/2018 11:00,17.3122,82.181,25.0483,12.8,25.3666,80.7766,28.7208,,,,24.8522,79.1356,27.8695,13.7,21.5633,77.801,30.5783,8.8,1669.791,-1,-1,9.75
8/23/2018 12:00,17.0313,87.503,21.7667,13,27.7705,85.3048,24.819,,,,27.5327,83.735,23.915,15.5,23.9145,85.016,24.8767,9.8,1673.4578,-1,-1,11.15
8/23/2018 13:00,29.5943,91.031,14.985,18.1,33.0055,85.82,19.4741,,,,32.5137,86.5064,17.4983,18.7,32.488,85.16,20.0467,12.3,1677.89,-1,-1,13.7
8/23/2018 14:00,36.0852,93.176,13.785,24.1,39.4112,87.545,18.8517,,,,38.9414,89.2827,16.4441,21.8,38.5378,86.585,19.5717,15.1,1681.3328,-1,-1,15.2
8/23/2018 15:00,33.0405,96.854,14.2617,26.3,35.3251,88.16,20.8136,,,,35.009,89.8868,18.2542,22.1,34.4902,86.927,21.765,15.2,1680.6593,-1,-1,14.75
8/23/2018 16:00,29.234,100.49,13.165,25,31.5833,89.5783,19.9483,,,,31.5215,92.303,17.035,19.7,30.378,88.478,20.0967,13.7,1678.8498,-1,-1,13
8/23/2018 17:00,21.625,103.148,11.9983,21.5,27.0347,90.8927,19.7709,,,,26.4547,93.4441,16.8678,16.9,24.4076,88.399,20.4483,11.6,1675.3785,-1,-1,11.8
8/23/2018 18:00,21.688,101.177,14.16,21.5,24.1666,89.991,21.8828,,,,23.7263,92.159,18.8867,16.9,21.3492,90.476,20.78,11.6,1668.649,-1,-1,
8/23/2018 19:00,16.9883,93.956,16.81,,19.9183,88.3741,23.0466,,,,19.5083,88.7061,20.8593,,18.8908,85.91,24.1417,,1655.5643,-1,-1,
8/23/2018 20:00,15.982,85.283,21.4783,,17.7676,84.7522,24.0881,,,,17.1457,84.878,22.02,,16.4948,81.623,25.6767,,1672.3198,-1,-1,
8/23/2018 21:00,15.204,79.961,23.4817,14.1,17.2844,81.2986,27.1492,,,,16.6413,81.128,25.1767,11.5,16.6027,78.3424,28.4712,8.4,1673.7893,-1,-1,9.8
8/23/2018 22:00,16.3178,77.642,26.5133,13.8,18.8812,78.9922,29.8305,,,,17.6471,78.5486,27.9534,11.4,17.1637,75.584,32,8.7,1674.4337,-1,-1,9.95
8/23/2018 23:00,15.2595,73.9084,30.5754,13.8,18.7963,75.9105,33.3246,,,,18.3833,75.4432,30.9667,12,17.2651,72.7526,35.8281,9.2,1672.5588,-1,-1,10.45
8/24/2018 0:00,16.4412,70.433,37.0483,13.9,20.1545,73.715,34.7117,,,,19.569,73.3207,32.2763,12.8,17.74,70.748,37.7,9.9,1672.3303,-1,-1,11.55
8/24/2018 1:00,17.1055,67.82,42.3167,14.7,23.824,73.094,35.485,,,,23.1336,72.7868,32.9085,14.3,21.2613,68.777,40.9083,11.3,1672.6328,-1,-1,12.8
8/24/2018 2:00,17.0512,65.369,45.28,14.8,26.0558,71.945,38.215,,,,25.343,70.8326,36.5281,16.4,23.9708,67.187,44.8533,13.2,1728.736,51.782,44.845,13.3
8/24/2018 3:00,18.4592,63.995,47.03,14.8,25.2542,69.1563,43.2271,,,,24.3015,67.9237,41.9322,16.75,23.3372,63.827,51.385,13.8,1674.464,58.871,59.1967,16.3
8/24/2018 4:00,20.9647,62.858,49.6283,15.3,25.5973,67.475,46.4667,,,,25.1444,65.9559,45.7119,18.9,25.0755,62.708,54.545,15.4,1703.8875,57.4593,65.0424,17.15
8/24/2018 5:00,26.5195,63.878,46.0267,16.9,28.9677,66.101,49.5067,,,,28.6334,64.4869,49.0759,20.9,27.69,61.691,57.0367,16.7,1705.0363,56.255,70.62,19.1
8/24/2018 6:00,26.041,62.708,48.74,17.9,34.7282,65.492,51.205,,,,34.3695,63.9717,50.8328,25,31.298,59.5003,63.2441,18.6,1653.593,55.289,73.27,21.35
8/24/2018 7:00,25.1945,62,46.87,18.1,38.3217,65.789,51.5517,,,,38.5151,64.6044,50.639,29.4,34.0402,59.288,64.665,20.8,1710.1392,54.986,74.61,23.2
8/24/2018 8:00,25.3677,64.004,43.5233,18.1,39.0767,67.789,48.3121,,,,39.1713,66.551,47.4617,31.9,33.7457,62.4386,58.1638,22.1,1680.3963,56.915,76.08,23.8
8/24/2018 9:00,26.307,68.021,41.43,18.2,42.199,71.966,43.655,,,,42.5558,70.064,43.5417,34.1,39.7127,68.54,49.7683,24.4,1676.7893,25.428,25.4717,22.95
8/24/2018 10:00,29.6323,75.452,34.7667,19.4,38.1246,76.6095,39.8254,,,,37.9065,74.987,39.3117,32.1,37.0782,76.67,40.645,22.6,1677.3128,-1,-1,21.75
8/24/2018 11:00,33.4848,85.334,25.695,22.3,41.9448,84.806,30.6317,,,,41.6435,83.741,29.265,31.9,41.2452,90.308,26.0533,22.4,1679.1533,-1,-1,21.4
8/24/2018 12:00,41.3372,96.089,17.0417,29.7,44.5852,91.3969,22.6586,,,,44.3933,91.1663,20.6912,31.8,44.6218,92.291,21.2217,22.4,1681.5495,-1,-1,21
8/24/2018 13:00,39.2752,97.259,14.45,31.6,42.1554,94.7063,19.0035,,,,41.961,94.5997,17.0966,29.7,42.5488,93.2885,19.1678,21.2,1681.6866,-1,-1,20.6
8/24/2018 14:00,37.3078,101.663,13.025,31.8,40.46,99.2224,17.2424,36.497,98.357,14.445,40.2458,98.7108,15.4462,27.6,41.4417,95.717,17.875,20.1,1671.0159,-1,-1,20.25
8/24/2018 15:00,38.7795,102.707,12.6133,32.2,40.8279,100.1859,16.5328,38.7534,97.5017,14.4373,38.8102,97.0084,15.7509,26.5,41.2467,99.239,16.0683,19.4,1587.465,-1,-1,19.4
8/24/2018 16:00,38.2665,104.954,11.7283,32.3,40.7593,100.145,16.2333,38.8812,98.5847,13.6678,39.4747,98.708,14.8,26.4,41.4331,97.1724,16.7638,18.9,1582.5639,-1,-1,18.55
8/24/2018 17:00,38.2762,103.814,11.38,31.9,39.1754,101.3126,15.3404,37.8407,98.219,13.1783,38.1193,99.494,13.9833,24.8,40.5143,93.539,17.5683,17.9,,,,18.1
8/24/2018 18:00,38.3723,98.216,12.9933,31.7,40.0146,94.4095,17.193,38.2029,92.4037,14.878,39.3482,93.464,15.65,23.7,40.6982,90.836,17.9883,17.6,,,,18
8/24/2018 19:00,38.0688,92.246,15.6067,31.3,39.9575,88.9654,19.3339,38.0125,88.232,16.6217,39.2749,88.2705,17.7351,23.4,40.4127,87.566,19.4633,17.9,,,,18.45
8/24/2018 20:00,39.6662,86.228,17.2083,32.7,41.4812,86.1831,20.3763,38.9588,86.0671,17.3831,40.566,85.6741,18.6897,24.2,41.698,85.3136,20.1678,18.7,,,,18.9
8/24/2018 21:00,40.6573,82.676,20.4117,35.1,42.6091,83.4707,23.1517,39.2818,83.618,20.075,41.5953,83.135,21.3567,25.2,39.1878,82.688,23.4983,18.8,,,,19.05
8/24/2018 22:00,39.039,80.384,23.7433,34.2,38.2278,82.049,26.23,36.2324,81.4664,23.7407,38.1232,81.653,24.415,24.8,37.1873,79.064,28.235,18.9,,,,18.85
8/24/2018 23:00,34.7161,79.3341,27.3541,32.3,35.6145,80.8917,28.8034,32.8642,80.57,26.3267,34.8659,80.42,26.9881,24,34.6765,78.113,30.6517,18.9,,,,18.45
8/25/2018 0:00,35.1768,75.743,31.2583,30.8,31.8391,78.9358,31.9579,29.4797,77.9824,29.8356,31.4525,78.4247,29.8356,22.2,31.1832,74.561,36.5383,18.1,,,,18.5
8/25/2018 1:00,31.8485,72.686,37.4317,28,31.3414,76.8292,35.4441,29.109,75.8207,33.6138,30.5583,76.1885,33.3085,21.3,30.5165,71.75,41.9067,17.9,,,,18.75
8/25/2018 2:00,30.0545,70.487,40.8517,24.4,33.2458,74.627,39.7517,31.9324,73.6824,38.3534,32.652,73.9705,37.6186,21.5,31.9552,69.314,47.6883,18.3,,,,18.8
8/25/2018 3:00,32.2267,68.834,42.8283,23.9,30.8148,72.1432,44.9482,29.4142,71.2431,44.0644,30.2524,71.4572,42.8983,21.5,31.7937,67.031,54.085,18.6,,,,19
8/25/2018 4:00,32.3831,67.5027,43.6339,23.3,30.8425,70.478,46.5533,28.8783,69.629,45.6367,30.3703,69.854,44.4283,21.6,31.3752,66.143,54.3367,19.3,,,,19.3
8/25/2018 5:00,31.1718,66.968,44.12,22.6,31.3378,69.5393,48.0759,29.6672,68.759,47.1333,30.9256,68.8603,46.0424,22.1,29.5335,65.156,56.5833,19.4,,,,19.85
8/25/2018 6:00,30.2967,66.263,45.165,21.9,32.766,69.3531,48.3328,30.8373,68.3905,47.6153,32.4719,68.6548,46.3621,23.1,30.6507,64.715,57.6167,19.8,,,,20.55
8/25/2018 7:00,29.3243,66.2089,46.6607,21.5,33.2712,68.8298,50.7915,31.4505,68.024,49.9467,32.7181,68.1955,48.7362,24.4,30.8838,63.446,63.7633,20,,,,21.15
8/25/2018 8:00,28.5434,67.0512,44.6559,21,33.8131,70.2607,49.7559,31.9633,69.473,48.8017,33.1127,69.668,47.6767,25.2,31.1067,64.892,63.58,20.4,,,,20.9
8/25/2018 9:00,27.7635,70.406,42.7733,20.8,31.9653,72.4566,47.0293,30.5683,71.666,45.8267,31.6525,71.7586,45.0847,24.9,31.1303,69.878,53.4033,20.1,,,,19.15
8/25/2018 10:00,25.5472,80.3403,31.6344,20.2,30.0147,79.34,33.9492,28.1047,79.208,31.36,29.1587,78.377,32.2983,23.2,27.184,80.303,34.1983,17.4,,,,16.7
8/25/2018 11:00,24.8213,84.0967,27.1519,19.5,28.5829,84.8742,29.7655,26.2775,86.4451,25.98,27.6525,83.7942,28.3345,21.1,27.7335,85.9673,27.8582,15.6,,,,14.3
8/25/2018 12:00,25.3723,94.208,19.86,19.6,27.6752,91.328,25.43,24.8024,92.0041,22.1525,26.7407,90.452,23.9717,18,25.9751,94.0359,22.8305,13.1,,,,12.5
8/25/2018 13:00,24.3157,99.902,17.9233,19.6,28.6596,92.8271,24.2857,25.7281,94.4356,20.439,27.6634,92.239,22.5915,17.3,27.6513,92.144,23.2817,12.8,,,,11.65
8/25/2018 14:00,22.6345,99.122,17.55,19.3,22.633,93.3863,23.4965,20.2675,93.983,19.965,21.7287,92.81,21.71,14.7,21.1785,93.476,21.8567,11,,,,10.2
8/25/2018 15:00,16.4118,102.806,14.645,17.1,13.1634,100.3721,18.2397,12.297,99.281,15.46,12.745,99.437,16.6233,11.2,12.6983,97.4498,18.3661,8.5,,,,8.25
8/25/2018 16:00,14.7042,106.958,12.8817,15.4,12.4328,100.172,17.5933,11.6397,97.961,15.3567,11.9119,99.0424,16.0525,9.2,10.8757,99.953,17.1533,6.8,,,,7.25
8/25/2018 17:00,16.1057,109.157,12.0733,14.9,14.5773,103.9024,16.5661,13.5022,101.939,14.1183,14.1683,102.7919,15.0017,8.8,14.2487,99.086,17.1733,6.4,,,,7.05
8/25/2018 18:00,14.6048,96.635,18.5317,14.1,17.7793,95.1525,21.2,15.7753,94.4173,18.4678,16.8917,94.424,19.5083,9.3,16.4807,92.0895,21.5085,6.8,,,,7.15
8/25/2018 19:00,12.3967,86.063,24.4883,12,14.8837,88.1814,27.3695,14.0935,87.35,25.07,14.301,87.6902,25.6034,9.3,14.6507,86.516,28.155,7,,,,7
8/25/2018 20:00,11.8505,82.91,27.1183,11.3,10.8538,83.027,32.145,9.5238,83.177,29.045,10.2667,82.739,29.8467,8.9,10.1648,80.498,34.55,6.6,,,,6.05
